feat,importance
l_jose_cuervo_especial_gold_flask,2.407823436554272e-06
l_jose_cuervo_especial_gold_mini,1.470550672363056e-06
l_jose_cuervo_especial_reposado,0.00046504682477297365
l_jose_cuervo_especial_reposado_flask,1.6190188272717436e-05
l_jose_cuervo_especial_reposado_mini,3.677354974858678e-05
l_jose_cuervo_especial_reposado_square,4.674079357580128e-06
l_jose_cuervo_especial_reposado_w_1l_classic_margarita_mix,0.0
l_jose_cuervo_especial_silver,0.0011848373922420576
l_jose_cuervo_especial_silver_flask,0.0
l_jose_cuervo_especial_silver_mini,5.944882189209557e-06
l_jose_cuervo_golden_margarita,5.978887374586307e-05
l_jose_cuervo_golden_strawberry_margarita,9.039975048593757e-08
l_jose_cuervo_grapefruit_tangerine,2.2724405735131475e-06
l_jose_cuervo_reserva_de_la_familia,0.0
l_jose_cuervo_reserva_de_la_familia_platino,0.0
l_jose_cuervo_tradicional_cristalino,2.0793621429202387e-06
l_jose_cuervo_tradicional_reposado,6.8336972738342166e-06
l_jose_cuervo_tradicional_silver,0.0
l_joseph_magnus_cigar_blend_bourbon,6.319007264178427e-07
l_joseph_magnus_straight_bourbon,1.2952986073404296e-06
l_journeyman_corsets_whips_and_whiskey,0.0
l_journeyman_distillery_featherbone_bourbon,0.0
l_journeyman_last_feather_rye_sbs_cask_strength_buy_the_barrel,0.0
l_jp_wiser_15yr,0.0
l_jp_wisers_10yr,2.039742201612405e-06
l_jp_wisers_deluxe_w_10yr_50ml,0.0
l_jp_wisers_rye,0.0
l_jr_judge_richard_small_batch_american_vodka,0.0
l_juarez_gold,0.0018149868836450716
l_juarez_gold_dss,0.001717436073079267
l_juarez_silver,0.0005345656611427835
l_juarez_triple_sec,0.0012925221660381723
l_jung_wulff_barbados,4.4704126093024713e-07
l_jung_wulff_guyana,0.0
l_jung_wulff_trinadad,0.0
l_junipero_gin,0.0
l_jura_12yr,9.711012766842433e-06
l_jura_18yr,1.183125766282396e-07
l_kahlua_chocolate_sips,3.2275948039187687e-06
l_kahlua_coffee,0.0001320817642669411
l_kahlua_coffee_mini,1.5461005175561375e-05
l_kahlua_frozen_mudslide,1.481621080568589e-05
l_kahlua_salted_caramel,1.313547175608482e-07
l_kahlua_vanilla,1.900759011641871e-08
l_kahlua_w_coffee_mug,2.5719323228616536e-05
l_kahlua_white_chocolate_sips,5.375680955599174e-06
l_kai_lemongrass_ginger_shochu_soju,0.0
l_kai_young_coconut_shochu_soju,0.0
l_kaiyo_the_single_7yr,0.0
l_kaiyo_whisky_cask_strength,0.0
l_kaiyo_whisky_the_signature,0.0
l_kalani,0.0
l_kamora_coffee_liqueur,0.0003208417563375926
l_kamora_coffee_liqueur_mini,0.0
l_kamora_dulce_de_leche,6.105876628829348e-07
l_kamora_dulce_de_leche_mini,3.881639399662769e-11
l_kansas_city_whiskey,1.919990045027937e-06
l_kapali_coffee_liqueur,2.359843199946688e-05
l_karkov_vodka,9.166904576895577e-05
l_kasama_small_batch_rum_7yr,5.582532794030101e-07
l_kavalan_classic_single_malt_whiskey,2.172105349306332e-08
l_kavalan_concertmaster,0.0
l_kavalan_ex_bourbon,0.0
l_kavalan_king_car_conductor,0.0
l_keepers_heart_finished_in_sauternes_casks_buy_the_barrel,0.0
l_keepers_heart_irish_american_110_proof,0.0
l_keepers_heart_irish_bourbon_cask_strength,0.0
l_keepers_heart_irish_and_bourbon_cask_strength,7.55544439965117e-07
l_keepers_heart_irish_and_bourbon_whiskey,3.2318399194760014e-06
l_keepers_hearts_irish_whiskey,4.816994629908679e-06
l_kelloggs_eggo_nog_sippin_cream,0.0
l_kelt_vsop,0.0
l_kentucky_10_bourbon,1.2582200286203645e-07
l_kentucky_coffee_whiskey,1.0769728127555414e-05
l_kentucky_coffee_whiskey_mini,2.998779556867172e-08
l_kentucky_owl_confiscated,1.550861299284032e-07
l_kentucky_owl_maighstir,5.4205364932462925e-09
l_kentucky_owl_takumi_edition,0.0
l_kentucky_tavern_bourbon,1.0668739336729464e-06
l_kentucky_tavern_special_reserve,3.934025267379174e-06
l_kessler_blend_whiskey,5.4341050282977936e-05
l_kessler_blend_whiskey_mini,1.346272037995351e-06
l_kessler_blend_whiskey_pet,5.157127154238725e-06
l_ketel_one,0.002687002579250971
l_ketel_one_botanical_cucumber_mint,1.2792092450542634e-06
l_ketel_one_botanical_grapefruit_rose,8.034243957975e-06
l_ketel_one_botanical_peach_orange_blossom,7.6182306186255136e-06
l_ketel_one_citroen,0.002091023126952737
l_ketel_one_cosmo_cocktail,2.1067432920083988e-06
l_ketel_one_espresso_martini_cocktail,7.0135360084175085e-06
l_ketel_one_mini,0.0
l_ketel_one_oranje,0.0
l_ketel_one_w_botanicals,1.2790744924570682e-08
l_ketel_one_w_cocktail_shaker,2.7312061880941512e-08
l_khor_vodka,0.0
l_kickass_horseradish_vodka,5.8296668664589584e-08
l_kickass_original_vodka,1.1196445404497106e-08
l_kilchoman_100_islay,0.0
l_kilchoman_batch_strength,0.0
l_kilchoman_machir_bay,0.0
l_kilchoman_sanaig,0.0
l_killr_birthday_cake_mini,2.2843676487444553e-09
l_killr_sour_apple_tart_mini,7.380165753953018e-08
l_killr_sour_watermelon_mini,9.056208598835413e-10
l_killr_squeezed_lime_mini,6.213968583165092e-08
l_killr_variety_pack_mini,1.1570696328416065e-05
l_kings_county_distillery_empire_rye,0.0
l_kings_county_distillery_straight_bourbon_whiskey,0.0
l_kinky_aloha,9.101057817577154e-07
l_kinky_aloha_breeze,0.0
l_kinky_aloha_mini,6.668227572865447e-06
l_kinky_blue,4.746613295620577e-05
l_kinky_blue_mini,5.2762319382007014e-05
l_kinky_blue_patio_punch,0.0
l_kinky_fruit_punch,7.790920944591507e-07
l_kinky_fruit_punch_mini,9.477765706935202e-07
l_kinky_grape_mini,4.4508124040726995e-06
l_kinky_green,8.528809014090911e-06
l_kinky_green_mini,2.2058502731516636e-06
l_kinky_orange_cream_mini,7.444182159736417e-07
l_kinky_peach_mango,1.0272320262617328e-06
l_kinky_peach_mango_mini,4.6484055977299236e-07
l_kinky_pink,3.692499471755146e-05
l_kinky_pink_mini,1.7803504321733885e-05
l_kinky_pink_mini_use_code_75206,6.525531340768376e-08
l_kinky_rainbow_pack_mini,8.677816117830089e-09
l_kinky_red,4.8498084714543845e-06
l_kinky_red_mini,0.0001489583945847821
l_kirk_sweeney_gran_reserva_dominican_rum,0.0
l_kirk_sweeney_gran_reserva_superior_dominican_rum,1.0581066635516573e-06
l_kirk_sweeney_reserva_dominican_rum,0.0
l_kirkland_8yr_lunar_new_year_blended_scotch_whiskey,0.0
l_kirkland_premium_golden_margarita,0.0026364557520334258
l_kirkland_signature_16yr_highland_single_malt_scotch_whiskey,7.110315533739415e-06
l_kirkland_signature_17yr_speyside_scotch_whiskey,0.0
l_kirkland_signature_aged_rum_12_y_o,2.955550635066538e-10
l_kirkland_signature_aged_rum_gran_reserva,0.0
l_kirkland_signature_american_vodka,0.006309260158875341
l_kirkland_signature_blanco_tequila,1.5743964024752853e-05
l_kirkland_signature_blended_scotch_12yr,1.0828493805717852e-06
l_kirkland_signature_blended_scotch_3yr,0.0002170382804702952
l_kirkland_signature_bottled_in_bond,1.8979489663851406e-07
l_kirkland_signature_canadian_whiskey,0.00036060605493854603
l_kirkland_signature_cognac_vs,5.372786413979478e-08
l_kirkland_signature_cognac_xo,6.513480502257451e-06
l_kirkland_signature_cristalino,1.7600313409882876e-07
l_kirkland_signature_french_vodka,0.00024985588245907586
l_kirkland_signature_irish_cream,0.0003404555826191552
l_kirkland_signature_irish_whiskey,7.169493136033852e-07
l_kirkland_signature_islay_single_malt_scotch,0.0
l_kirkland_signature_london_dry_gin,0.00024701633042275927
l_kirkland_signature_lowland_single_malt_scotch_whisky,0.0
l_kirkland_signature_orange_liqueur,5.157819665516066e-06
l_kirkland_signature_original_spiced_rum,1.44995683446221e-07
l_kirkland_signature_port_cask_finished_rum_12_yr,5.128610474390489e-07
l_kirkland_signature_reposado_tequila,1.266284204453063e-07
l_kirkland_signature_small_batch,1.501827924003703e-07
l_kirkland_signature_spiced_rum,2.4900660587779215e-07
l_kirkland_signature_spiced_rum_egg_nog,2.329281293924055e-07
l_kirkland_signature_tennessee_sour_mash_whiskey,3.7667988289191643e-07
l_kirkland_signature_tequila_anejo,5.566676074571906e-07
l_kleos_mastiha_spirit_liqueur,0.0
l_knappogue_castle_16yr_twin_wood,0.0
l_knee_high_distilling_vodka,3.384803272580007e-08
l_knee_high_distililng_co_watermelon_vodka,2.988554938535214e-07
l_knee_high_distilling_co_b100_proof_vodka,1.5208590479505874e-09
l_knee_high_distilling_co_caramel_vodka,0.0
l_knee_high_distilling_co_levy_apple_pie_vodka,0.0
l_knee_high_distilling_co_marshmallow_vodka,7.72219379448652e-08
l_knee_high_distilling_co_peach_flavored_vodka,0.0
l_knee_high_distilling_co_sweet_tea_vodka,3.082598231499171e-09
l_knee_high_distilling_co_raspberry_vodka,4.051391998517818e-08
l_knob_creek,0.0004405970637967243
l_knob_creek_12yr,8.051708142792372e-06
l_knob_creek_longhorn_label,0.0
l_knob_creek_rye,1.851065229824182e-05
l_knob_creek_rye_10_year,1.0899326876008725e-06
l_knob_creek_rye_7yr_w_2_glasses,1.2842321717958961e-09
l_knob_creek_rye_single_barrel_select,0.0
l_knob_creek_single_barrel_reserve,1.646254303998721e-06
l_knob_creek_single_barrel_reserve_buy_the_barrel,6.629708323877319e-06
l_knob_creek_smoked_maple,2.7759619890159138e-05
l_knob_creek_w_glasses,1.1138492796272144e-08
l_knucklenoggin_kettle_corn_whiskey,0.0
l_knucklenoggin_salted_caramel_whiskey,0.0
l_koenig_potato_vodka,0.0
l_koloa_hawaiian_pineapple_passion_rum_cocktail,0.0
l_koloa_hawaiian_rum_punch_cocktail,0.0
l_koloa_kauai_coconut_rum,2.6146621710630766e-08
l_koloa_kauai_coffee_rum,0.0
l_koloa_kauai_spice_rum,0.0
l_koloa_kauai_white_rum,0.0
l_komos_anejo_reserva,1.4425102557683253e-07
l_korbel_brandy,8.526330375115599e-06
l_korbel_brandy_pet,8.740778825546983e-06
l_korski_vodka,1.3392651952027017e-05
l_koskenkorva_original_vodka,0.0
l_koval_bourbon,0.0
l_koval_coffee_liqueur,0.0
l_koval_four_grain,0.0
l_koval_oat,0.0
l_koval_rose_hip_liqueur,0.0
l_kraken_black_spiced_rum,0.00010991724178035306
l_kraken_gold_spiced_rum,3.6656991468279726e-06
l_kraken_rum_w_tiki_glass,1.4023945443716002e-10
l_kubler_absinthe_swiss_superieure,0.0
l_kujira_ryukyu_whisky_inari,1.226734702767183e-07
l_kula_toasted_coconut,0.0
l_kurvball_whiskey,8.62836811694697e-06
l_kurvball_whiskey_mini,0.0
l_kyro_gin,0.0
l_kyro_pink_gin,1.5109523087616338e-06
l_kyro_rye_malt_whisky,0.0
l_kyro_woodsmoke_rye_whisky,0.0
l_la_diablada_pisco,0.0
l_la_gritona_reposado_tequila,1.2855729526021592e-07
l_la_prima_gold,1.2582260638530133e-08
l_la_prima_white,5.722130982936461e-07
l_lady_bligh_spiced_rum,6.0047849813473065e-06
l_lagavulin_16yr,6.5162239525454e-05
l_lagavulin_8yr,0.00012173050344081616
l_lagavulin_offerman_caribbean_rum_cask_finish,1.3780859356810737e-06
l_lagrimas_de_dolores_anejo_mezcal,0.0
l_lagrimas_de_dolores_cenizo_artesanal,0.0
l_lagrimas_de_dolores_hacienda_dolores_cenizo_colonial,0.0
l_lagrimas_de_dolores_temoaya_cenizo_colonial,0.0
l_lairds_apple_brandy_old_fashioned_cocktail,0.0
l_lairds_irish_apple_barrel_finished_whiskey,0.0
l_lalo_tequila_blanco,4.825325231412755e-05
l_lana_reposado,0.0
l_laphroaig_10yr,6.089171910665164e-06
l_laphroaig_select,5.137046919191233e-06
l_larceny,0.0001406431631623737
l_larceny_barrel_proof,2.4268457278299843e-05
l_larceny_barrel_proof_private_barrel_buy_the_barrel,0.0
l_larceny_holiday_gift_set_w_leather_wrapped_branded_rocks_gl,7.173356900323594e-11
l_larceny_mini,0.0
l_larceny_small_batch,6.921882728561037e-06
l_lauders,9.243795663185561e-05
l_lauders_pet,6.15180181874964e-08
l_laws_san_luis_valley_rye_bottled_in_bond,0.0
l_laws_whiskey_house_centennial_straight_wheat_whiskey_bib,0.0
l_lawson_cherry_blue_raspberry_vodka,0.0
l_lawson_vodka,0.0
l_lazzaroni_amaretto,3.303170236451847e-10
l_lazzaroni_amaro,0.0
l_lazzaroni_limoncello,0.0
l_leadslingers_bourbon_whiskey_10yr,0.0
l_leblon_cachaca,4.470152288702099e-07
l_ledaig_10yr,1.8524431645651502e-08
l_legacy_canadian_whisky,1.3376878919663531e-09
l_legent,1.0495903229854158e-05
l_lemba_rum_artisanal_agricole,0.0
l_lemba_rum_spice_blend,0.0
l_lemba_rum_superior_aged,0.0
l_lemon_hart_151,0.0
l_lemon_hart_original_1804_rum,0.0
l_lemoncello_50010,1.2987780573403026e-06
l_lemoncello_50010_mini,5.636368211647789e-09
l_leroux_bitter_orange,0.0
l_leroux_blackberry_brandy,0.0
l_leroux_jeznowka_polish_blackerry_brandy,0.0
l_leroux_polish_blackberry_brandy,2.2762275953262604e-05
l_leroux_watermelon,0.0
l_letherbee_gin,0.0
l_libelula_tequila,2.9560615296407014e-13
l_licor_43,5.7316736979962074e-05
l_licor_43_chocolate,0.00020771364329950082
l_licor_43_creme_brulee,8.924490599971392e-06
l_licor_43_horchata_liqueur,1.671341620570019e-08
l_licor_43_original_liqueur,0.000844892386045395
l_licor_43_original_vap_w_4_minibeer,3.485762838703647e-08
l_limavady_single_barrel_irish_whiskey,0.0
l_limousin_rye_whiskey,0.0
l_liquore_strega,0.0
l_lismore_speyside,0.0
l_lobos_1707_mezcal_necktie,0.0
l_lobos_1707_reposado_necktie,0.0
l_lochlea_our_barley,0.0
l_lock_stock_barrel_vatted_rye_whiskey,1.978684710391155e-09
l_lock_stock_barrel_vatted_straight_rye_whiskey_100prf,0.0
l_longbranch_w_2_rock_glasses,0.0
l_lord_calvert,2.7079846584756964e-05
l_lord_premium_vodka,1.361242634988896e-05
l_lore_series_single_malt,0.0
l_los_amantes_joven,0.0
l_los_osuna_blanco,0.0
l_los_vecinos_espadin_mezcal,0.0
l_lot_no_40_cherries,0.0
l_luca_mariano_old_americana_small_batch_bourbon,9.473851527943948e-09
l_luca_mariano_old_americana_small_batch_rye,0.0
l_luca_mariano_single_barrel_bourbon,0.0
l_luca_mariano_single_barrel_rye,0.0
l_lucid_absinthe,0.0
l_lucky_cat_maneki_neko,2.206479644261686e-08
l_luksusowa_vodka,7.846516889395707e-06
l_lunazul_blanco,1.880466007741593e-05
l_lunazul_blanco_mini,0.0
l_lunazul_reposado,3.972373124773353e-06
l_lunazul_reposado_tequila,4.60159397491559e-09
l_lunazul_tequila_blanco,7.482367468494151e-07
l_lux_row_four_grain_double_barrel,0.0
l_lux_vodka,1.355502869072012e-08
l_luxardo_amaretto,0.0
l_luxardo_amaro_abano,0.0
l_luxardo_bitter_bianco,0.0
l_luxardo_espresso_italian_coffee_liqueur,0.0
l_luxardo_maraschino_cherry,5.416193194208458e-05
l_macallan_12yr,4.304580724548294e-05
l_macallan_double_cask_12yr,0.00010019274790413086
l_macallan_double_cask_15yr,0.0
l_macallan_double_cask_18yr,1.293924785213542e-10
l_macallan_rare_cask,0.00016073040630145742
l_macchu_pisco,2.729212531305546e-05
l_mackmyra_svensk_ek_swedish_single_malt_whisky,0.0
l_maestro_dobel_anejo,0.0
l_maestro_dobel_diamante_tequila,1.6989775853070455e-06
l_maestro_dobel_reposado,4.672229422237922e-07
l_maestro_dobel_silver,1.8985792132177436e-09
l_magellan_gin,0.00023879812170137242
l_makers_46,7.499714066668354e-05
l_makers_mark,0.0007591516765472989
l_makers_mark_101,2.953076796807202e-06
l_makers_mark_46,7.129601837990448e-07
l_makers_mark_46_cask_strength,3.3090079080482524e-06
l_makers_mark_cask_strength,1.752695546080484e-05
l_makers_mark_holiday_label,2.996398012516812e-07
l_makers_mark_mini,1.4926366538402048e-05
l_makers_mark_private_select_barrel_buy,0.0
l_makers_mark_private_select_the_lost_recipe_series_tray_pack,0.0
l_makers_mark_private_select_tri_pack,0.0
l_makers_mark_replica,7.820553424324435e-06
l_makers_mark_w_2_glasses,1.4642771322944972e-07
l_makers_mark_w_flask,4.920825998843522e-06
l_makers_mark_with_2_rocks_glasses_2024,1.4561534258495197e-08
l_makers_mark_wood_finishing_series,1.3180132005847347e-05
l_malfy_con_limone_gin,0.0
l_malfy_gin_con_limone,1.8382746628386103e-06
l_malfy_gin_originale,5.9038637668626736e-08
l_malfy_rosa_grapefruit_flavored_gin,0.0
l_malibu_black,5.396247277945089e-06
l_malibu_coconut,0.0013953233628314183
l_malibu_coconut_mini,7.536822076585095e-06
l_malibu_coconut_pet,1.2186093899655443e-07
l_malibu_mango,0.00023503390635402243
l_malibu_passion_fruit,1.8352560614297112e-06
l_malibu_peach,1.6299800461360647e-06
l_malibu_peach_mini,1.0742430366937766e-08
l_malibu_pineapple,6.112784114051671e-05
l_malibu_pineapple_bay_breeze_ready_to_serve_cocktail,8.017648811899753e-06
l_malibu_rum_punch_ready_to_serve_cocktail,1.68952553106714e-05
l_malibu_strawberry,1.2301478902103323e-05
l_malibu_strawberry_daiquiri_ready_to_serve_cocktail,9.518193085890981e-07
l_malibu_w_dole_pineapple_juice,7.1388250093682685e-06
l_malibu_watermelon,5.508905301947944e-07
l_mandala_anejo_ceramic,0.0
l_mandala_anejo_dia_de_muertos_2022_limited_edition,0.0
l_mandala_anejo_dia_de_muertos_limited_edition,0.0
l_mandala_blanco_ceramic,0.0
l_mandala_extra_anejo,0.0
l_mandala_reposado_ceramic,0.0
l_mango_shotta,6.04409452381157e-06
l_mango_shotta_mini,2.8035822880922307e-06
l_mar_azul_almond,0.0
l_maraska_kruskovac,0.0
l_maraska_nocelino,0.0
l_maraska_slivovitz,7.1424004860306286e-06
l_maraska_slivovitz_10yr,0.00016136624578803643
l_margaritaville_classic_lime_margarita,1.9500753965343675e-06
l_margaritaville_gold_tequila,1.2766420398453314e-05
l_margaritaville_gold_tequila_mini,0.0
l_margaritaville_last_mango_margarita,3.3012211395726304e-07
l_margaritaville_silver_tequila,1.9276418878561275e-05
l_margaritaville_silver_tequila_mini,0.0
l_margaritaville_skinny_margarita,3.0113684814364926e-06
l_marie_brizard_anisette_liqueur,0.0
l_marie_brizard_apry,0.0
l_marie_brizard_blckberry_liqueur,0.0
l_marie_brizard_peach,0.0
l_marie_brizard_white_cocoa,0.0
l_marksman,0.0
l_mars_iwai_45,0.0
l_mars_iwai_tradition,0.0
l_mars_shinshu_iwai,0.0
l_martell_blue_swift,1.88768163142115e-06
l_martell_vssd,6.194959647667949e-07
l_martin_millers_gin,0.0
l_martin_millers_westbourne_strength_gin,0.0
l_martingale_maison_thomas_cognac,0.0
l_martini_mates_rtd_espresso_martini,8.574432983560558e-08
l_mary_dowling_winter_wheat,3.397497794993068e-08
l_masahiro_okinawa_gin_recipe_1,0.0
l_mash_mallow_smores_whiskey,2.351596504764605e-05
l_massenez_creme_a_la_frais_de_bois,0.0
l_massenez_golden_eight_pear_liqueur,0.0
l_massenez_poire_william_poire_prisonniere,0.0
l_mastersons_10yr_straight_rye,1.4103742571351983e-06
l_mathilde_liquer_cassis_black_currant,0.0
l_mathilde_liquer_peche,0.0
l_mathilde_liqueur_framboise,0.0
l_mathilde_liqueur_orange_xo,0.0
l_mathilde_liqueur_poire,0.0
l_maui_blue_hawaiian_schnapps,3.7553039088871555e-05
l_mayalen_machetazo_espadin,0.0
l_mayalen_machetazo_salmiana,0.0
l_mcclelland_highland,6.192882863237667e-07
l_mcconnells_old_irish_whisky,0.0
l_mccormick_80prf_vodka,0.0002517104359799117
l_mccormick_80prf_vodka_mini,1.4459622227418812e-05
l_mccormick_80prf_vodka_pet,0.0004836610140882131
l_mccormick_apple_vodka,6.280470950782739e-07
l_mccormick_blend_whiskey,1.7930210728800361e-06
l_mccormick_blend_whiskey_pet,3.07626910246848e-05
l_mccormick_gin_pet,0.0
l_mccormick_irish_cream,1.7307434039544693e-06
l_mccormick_peach_vodka,7.966969828850642e-11
l_mcmasters_canadian_whiskey,9.989656033812035e-07
l_mcqueen_and_the_violet_fog,1.6993608302725498e-07
l_mcqueen_and_the_violet_fog_ultraviolet,7.3439919679532785e-06
l_meili_vodka,0.00014205572729159794
l_meletti_amaro,0.0
l_members_mark_blood_orange,6.067379558943107e-07
l_members_mark_bourbon_whiskey,5.39033136461885e-07
l_members_mark_canadian_whisky,3.0618313403548614e-05
l_members_mark_cinnamon_churro_cream_liqueur,6.671696629740516e-09
l_members_mark_french_vodka,2.4264384098392073e-05
l_members_mark_gin,7.188737449017407e-06
l_members_mark_gold_margarita,1.103051096366692e-05
l_members_mark_irish_cream_liqueur,1.6137368689510096e-06
l_members_mark_irish_whiskey,2.971694207186113e-07
l_members_mark_silver_tequila,0.00039221005507980946
l_members_mark_spiced_rum,0.00014595217705424857
l_members_mark_strawberry_lemonade_vodka,9.046676007728415e-05
l_members_mark_tequila_reposado,1.778942250379552e-07
l_members_mark_vodka,0.0005218635403870669
l_metaxa_ouzo,2.902732339781542e-05
l_methanol_moonshine_peach_boone_2024,0.0
l_methanol_moonshine_peach_knoxville_2024,0.0
l_methanol_moonshine_peach_whiskey,0.0
l_method_and_madness_single_pot_still,0.0
l_meukow_90,0.0
l_meukow_vs,2.195192114797657e-10
l_mezcal_union_uno_el_joven,1.731813553070759e-05
l_mezcal_vago_elote,0.0
l_mezcal_vago_espadin_by_joel_barriga,0.0
l_mi_campo_blanco,3.585193962753798e-05
l_mi_campo_cocktails_mango_mule,0.0
l_mi_campo_cocktails_spicy_jalapeno_margarita,0.0
l_mi_campo_reposado,4.2925171413538855e-06
l_michters_us1_american_whiskey,1.8632645157350085e-07
l_michters_us1_kentucky_straight_single_barrel_rye,2.2217571961278433e-06
l_michters_us1_small_batch,5.529570846650946e-05
l_michters_us1_sour_mash_whiskey,1.0500595128334942e-08
l_midleton_vr_vintage_release,0.0
l_midnight_moon_apple_pie,7.525911086059569e-07
l_midnight_moon_apple_pie_mini,3.6020625554195985e-10
l_midnight_moon_apple_pie_moonshake,5.047636573475689e-10
l_midnight_moon_apple_pie_moonshake_mini,2.1525971389801372e-07
l_midnight_moon_apple_pie_w_pour_lid,0.0
l_midnight_moon_blueberry,0.0
l_midnight_moon_cherry,4.1002561663250963e-07
l_midnight_moon_chocolate_brownie_moonshake,6.4715788900398346e-06
l_midnight_moon_chocolate_brownie_moonshake_mini,2.001069550059888e-07
l_midnight_moon_cookies_cream_moonshake,1.4491958691185628e-06
l_midnight_moon_cookies_cream_moonshake_mini,7.129021685456541e-07
l_midnight_moon_dill_pickles,0.0
l_midnight_moon_holiday_moonshake_variety_candy_cane_mini,2.996281330396611e-06
l_midnight_moon_holiday_nog_moonshake,6.110279418273936e-08
l_midnight_moon_holiday_nog_moonshake_mini,3.7360920771642876e-06
l_midnight_moon_lightning_lemonade_mini,1.9471129138294508e-08
l_midnight_moon_original,1.2554242512666005e-06
l_midnight_moon_party_pack_minis,0.0
l_midnight_moon_peach_mini,0.0
l_midnight_moon_peanut_butter_cup_moonshake,1.0208081958089309e-06
l_midnight_moon_peanut_butter_cup_moonshake_mini,1.8293436486160229e-06
l_midnight_moon_peanut_butter_moonshine,4.5889649827937867e-08
l_midnight_moon_peanut_butter_moonshine_mini,4.7120943645534894e-08
l_midnight_moon_peppermint_minis,0.0
l_midnight_moon_peppermint_w_2_shot_glasses,0.0
l_midnight_moon_strawberry,0.0
l_midnight_moon_watermelon,2.539082125883622e-10
l_midnight_moon_watermelon_mini,2.072178794389977e-08
l_midori_melon_liqueur,8.894621737938021e-06
l_mijenta_cristalino,0.0
l_mijenta_tequila_anejo_gran_reserva,0.0
l_mijenta_tequila_blanco,2.426778239064662e-06
l_mijenta_tequila_reposado,0.0
l_milagro_anejo,2.7528397042175314e-06
l_milagro_cristalino,5.4679197643724714e-08
l_milagro_reposado,4.553335807538349e-05
l_milagro_select_barrel_anejo,0.0
l_milagro_select_barrel_silver_tequila,0.0
l_milagro_silver,0.0004828615427808485
l_miles_gin,0.0
l_millet_armagnac_xo,0.0
l_minor_case_6yr_buy_the_barrel_105prf,0.0
l_minor_case_6yr_buy_the_barrel_115prf,0.0
l_minor_case_straight_rye,3.6062715237250314e-05
l_misunderstood_oatnog_whisky,0.0
l_mizu_green_tea_shochu,0.0
l_mizu_lemongrass_shochu,3.42479519889276e-08
l_mizu_saga_barley_schochu,0.0
l_modern_matriarch_silver_rum_round_bottle,0.0
l_moletto_grappa_di_barbera,0.0
l_monkey_47_gin,4.7756479616367964e-05
l_monkey_shoulder,7.241350088423125e-05
l_montana_whiskey_co_bourbon,1.4724957985027655e-05
l_monte_alban_mezcal,1.3147090346060575e-05
l_monte_alban_reposado,0.0
l_monte_alban_silver,0.0
l_monte_alban_silver_tequila,0.0
l_montelobos_espada_n_mezcal,5.873905316311813e-07
l_montelobos_espadin_mezcal,7.206368896618237e-06
l_montezuma_blue,6.886304112051824e-05
l_montezuma_gold,2.2753606568317123e-05
l_montezuma_triple_sec,0.00016387864299867002
l_montezuma_white,1.420840235406814e-07
l_mortlach_12_yr,0.0
l_moshine_passion_fruit,0.0
l_moshine_peach,0.0
l_moshine_peach_mini,0.0
l_mossburn_glen_spey_speyside_single_malt_scotch_whisky,0.0
l_mount_royal_light_canadian_whisky,0.0
l_mountain_legacy_corn_whiskey,0.0
l_mozart_chocolate_cream_liqueur,5.928497762973085e-07
l_mozart_chocolate_cream_pumpkin_spice_liqueur,0.0
l_mozart_chocolate_liqueur_w_branded_tumbler_glass,4.350054209879847e-08
l_mozart_dark_chocolate_liqueur,6.832092395455176e-09
l_mozart_white_chocolate_cream_liqueur,7.019371150815702e-06
l_mr_boston_amaretto,1.1327640291147457e-08
l_mr_boston_apricot_brandy,5.304640939008898e-07
l_mr_boston_black_raspberry,0.0
l_mr_boston_blackberry_brandy,2.6266791083818524e-05
l_mr_boston_blended_whiskey,5.0386817217935916e-05
l_mr_boston_blue_curacao,3.2079411712334224e-05
l_mr_boston_butterscotch_schnapps,0.0
l_mr_boston_cinnamon_schnapps,5.191102337330981e-10
l_mr_boston_creme_de_banana,1.384125172389519e-08
l_mr_boston_creme_de_cacao_dark,0.0
l_mr_boston_creme_de_cacao_white,0.0
l_mr_boston_creme_de_menthe_green,0.0
l_mr_boston_creme_de_menthe_white,3.244041070449372e-09
l_mr_boston_english_market_gin,1.2937057621357103e-05
l_mr_boston_gold_tequila,0.0
l_mr_boston_holiday_nog,0.0
l_mr_boston_light_rum,0.00026405738793784515
l_mr_boston_melon,0.00010360015423303953
l_mr_boston_peach,0.00012551022101837413
l_mr_boston_peppermint_schnapps,1.5913330744401536e-07
l_mr_boston_rock_rye,1.7175612154800403e-08
l_mr_boston_silver_tequila,1.2932164493675906e-08
l_mr_boston_sloe_and_gin,0.0
l_mr_boston_sour_apple_schnapps,0.0004805193332778861
l_mr_boston_sour_cherry,0.00042690422715174585
l_mr_boston_sour_grape,1.6729710110194081e-10
l_mr_boston_sour_strawberry,0.0
l_mr_boston_triple_sec,0.00024886690980597344
l_mr_boston_vodka,0.000377436196468932
l_mr_boston_watermelon_schnapps,0.00015506993433158297
l_mr_pickles_gin,2.345398382483382e-09
l_mr_black_cold_brew_coffee_liqueur,5.681045056118154e-05
l_mt_gay_black_barrel,0.0
l_mt_gay_eclipse_rum,8.20274966776677e-07
l_mt_gay_extra_old_rum,0.0
l_mullets,0.0021801671034873335
l_murray_hill_club_a_bourbon_blend,0.0
l_myers_origin_guyana,5.451065046162005e-08
l_myers_original_dark_rum,5.963005882012117e-06
l_myers_platinum_white,0.0
